DateTime;Players
10.12.2020 00:00;1054388
11.12.2020 00:00;985286
12.12.2020 00:00;1054386
13.12.2020 00:00;1047602
14.12.2020 00:00;837390
15.12.2020 00:00;736047
16.12.2020 00:00;646103
17.12.2020 00:00;580760
18.12.2020 00:00;533936
19.12.2020 00:00;564508
20.12.2020 00:00;525716
21.12.2020 00:00;418174
22.12.2020 00:00;378056
23.12.2020 00:00;333086
24.12.2020 00:00;303464
25.12.2020 00:00;302590
26.12.2020 00:00;328832
27.12.2020 00:00;318838
28.12.2020 00:00;262070
29.12.2020 00:00;245485
30.12.2020 00:00;227393
31.12.2020 00:00;206338
01.01.2021 00:00;225963
02.01.2021 00:00;225555
03.01.2021 00:00;212553
04.01.2021 00:00;165422
05.01.2021 00:00;153736
06.01.2021 00:00;147788
07.01.2021 00:00;134369
08.01.2021 00:00;131265
09.01.2021 00:00;149156
10.01.2021 00:00;144975
11.01.2021 00:00;101182
12.01.2021 00:00;94502
13.01.2021 00:00;87774
14.01.2021 00:00;83654
15.01.2021 00:00;84057
16.01.2021 00:00;103442
17.01.2021 00:00;101699
18.01.2021 00:00;72083
19.01.2021 00:00;66832
20.01.2021 00:00;62423
21.01.2021 00:00;59527
22.01.2021 00:00;60603
23.01.2021 00:00;79080
24.01.2021 00:00;80463
25.01.2021 00:00;55555
26.01.2021 00:00;51714
27.01.2021 00:00;48838
28.01.2021 00:00;42148
29.01.2021 00:00;48014
30.01.2021 00:00;60278
31.01.2021 00:00;60685
01.02.2021 00:00;42042
02.02.2021 00:00;40160
03.02.2021 00:00;37521
04.02.2021 00:00;36033
05.02.2021 00:00;34662
06.02.2021 00:00;45041
07.02.2021 00:00;47272
08.02.2021 00:00;33686
09.02.2021 00:00;32565
10.02.2021 00:00;30976
11.02.2021 00:00;29097
12.02.2021 00:00;30141
13.02.2021 00:00;36873
14.02.2021 00:00;37656
15.02.2021 00:00;29021
16.02.2021 00:00;27625
17.02.2021 00:00;25329
18.02.2021 00:00;24856
19.02.2021 00:00;24546
20.02.2021 00:00;28798
21.02.2021 00:00;29731
