DateTime;Players
22.03.2024 00:00;200175
23.03.2024 00:00;227103
24.03.2024 00:00;228585
25.03.2024 00:00;175500
26.03.2024 00:00;152753
27.03.2024 00:00;133717
28.03.2024 00:00;124994
29.03.2024 00:00;140900
30.03.2024 00:00;141595
31.03.2024 00:00;131998
01.04.2024 00:00;113557
02.04.2024 00:00;84884
03.04.2024 00:00;77750
04.04.2024 00:00;72411
05.04.2024 00:00;70730
06.04.2024 00:00;82394
07.04.2024 00:00;81000
08.04.2024 00:00;53698
09.04.2024 00:00;49436
10.04.2024 00:00;43958
11.04.2024 00:00;39017
12.04.2024 00:00;39108
13.04.2024 00:00;47958
14.04.2024 00:00;47584
15.04.2024 00:00;30799
16.04.2024 00:00;28397
17.04.2024 00:00;25793
18.04.2024 00:00;24033
19.04.2024 00:00;24244
20.04.2024 00:00;30891
21.04.2024 00:00;31030
22.04.2024 00:00;19279
23.04.2024 00:00;17995
24.04.2024 00:00;16002
25.04.2024 00:00;15307
26.04.2024 00:00;15000
27.04.2024 00:00;18192
28.04.2024 00:00;19151
29.04.2024 00:00;12560
30.04.2024 00:00;11802
01.05.2024 00:00;13713
02.05.2024 00:00;10527
03.05.2024 00:00;10904
04.05.2024 00:00;13132
05.05.2024 00:00;13826
06.05.2024 00:00;9213
07.05.2024 00:00;8199
08.05.2024 00:00;7812
09.05.2024 00:00;8156
10.05.2024 00:00;7571
11.05.2024 00:00;9134
12.05.2024 00:00;9456
13.05.2024 00:00;6165
14.05.2024 00:00;5884
15.05.2024 00:00;5469
16.05.2024 00:00;5181
17.05.2024 00:00;5379
18.05.2024 00:00;6744
19.05.2024 00:00;6898
20.05.2024 00:00;5505
21.05.2024 00:00;4353
22.05.2024 00:00;4259
23.05.2024 00:00;3795
24.05.2024 00:00;4081
25.05.2024 00:00;5199
26.05.2024 00:00;5455
27.05.2024 00:00;4504
28.05.2024 00:00;3626
29.05.2024 00:00;3419
30.05.2024 00:00;3600
31.05.2024 00:00;3722
01.06.2024 00:00;4884
02.06.2024 00:00;5187
03.06.2024 00:00;3348
04.06.2024 00:00;3259
05.06.2024 00:00;3038
06.06.2024 00:00;2945
07.06.2024 00:00;3064
08.06.2024 00:00;2321
08.06.2024 01:00;2440
08.06.2024 02:00;2547
08.06.2024 03:00;2528
08.06.2024 04:00;2498
08.06.2024 05:00;2519
08.06.2024 06:00;2578
08.06.2024 07:00;2717
08.06.2024 08:00;2753
08.06.2024 09:00;2838
08.06.2024 10:00;2904
08.06.2024 11:00;3184
08.06.2024 12:00;3568
08.06.2024 13:00;3942
08.06.2024 14:00;4093
08.06.2024 15:00;4096
08.06.2024 16:00;3964
08.06.2024 17:00;3829
08.06.2024 18:00;3636
08.06.2024 19:00;3676
08.06.2024 20:00;3642
08.06.2024 21:00;3505
08.06.2024 22:00;3247
08.06.2024 23:00;2979
09.06.2024 00:00;2780
09.06.2024 01:00;2833
09.06.2024 02:00;2927
09.06.2024 03:00;2893
09.06.2024 04:00;2843
09.06.2024 05:00;2909
09.06.2024 06:00;3033
09.06.2024 07:00;3120
09.06.2024 08:00;3253
09.06.2024 09:00;3273
09.06.2024 10:00;3342
09.06.2024 11:00;3611
09.06.2024 12:00;4047
09.06.2024 13:00;4339
09.06.2024 14:00;4501
09.06.2024 15:00;4437
09.06.2024 16:00;4267
09.06.2024 17:00;4170
09.06.2024 18:00;3940
09.06.2024 19:00;3909
09.06.2024 20:00;3744
09.06.2024 21:00;3517
09.06.2024 22:00;3095
09.06.2024 23:00;2802
10.06.2024 00:00;2612
10.06.2024 01:00;2627
10.06.2024 02:00;2585
10.06.2024 03:00;2455
10.06.2024 04:00;2222
10.06.2024 05:00;2160
10.06.2024 06:00;2041
10.06.2024 07:00;2072
10.06.2024 08:00;2119
10.06.2024 09:00;2186
10.06.2024 10:00;2258
10.06.2024 11:00;2479
10.06.2024 12:00;2796
10.06.2024 13:00;3055
10.06.2024 14:00;3179
10.06.2024 15:00;3138
10.06.2024 16:00;3068
10.06.2024 17:00;2972
10.06.2024 18:00;3014
10.06.2024 19:00;3015
10.06.2024 20:00;2869
10.06.2024 21:00;2672
10.06.2024 22:00;2456
10.06.2024 23:00;2235
11.06.2024 00:00;2151
11.06.2024 01:00;2173
11.06.2024 02:00;2164
11.06.2024 03:00;2070
11.06.2024 04:00;1922
11.06.2024 05:00;1819
11.06.2024 06:00;1695
11.06.2024 07:00;1632
11.06.2024 08:00;1690
11.06.2024 09:00;1747
11.06.2024 10:00;1913
11.06.2024 11:00;2181
11.06.2024 12:00;2524
11.06.2024 13:00;2827
11.06.2024 14:00;2971
11.06.2024 15:00;2904
11.06.2024 16:00;2894
11.06.2024 17:00;2827
11.06.2024 18:00;2755
11.06.2024 19:00;2816
11.06.2024 20:00;2799
11.06.2024 21:00;2550
11.06.2024 22:00;2281
11.06.2024 23:00;2071
12.06.2024 00:00;1999
12.06.2024 01:00;2016
12.06.2024 02:00;1995
12.06.2024 03:00;1926
12.06.2024 04:00;1836
12.06.2024 05:00;1743
12.06.2024 06:00;1617
12.06.2024 07:00;1611
12.06.2024 08:00;1721
12.06.2024 09:00;1820
12.06.2024 10:00;1931
12.06.2024 11:00;2190
12.06.2024 12:00;2542
12.06.2024 13:00;2833
12.06.2024 14:00;2990
12.06.2024 15:00;2969
12.06.2024 16:00;2846
12.06.2024 17:00;2783
12.06.2024 18:00;2692
12.06.2024 19:00;2708
12.06.2024 20:00;2628
12.06.2024 21:00;2486
12.06.2024 22:00;2218
12.06.2024 23:00;1988
13.06.2024 00:00;1888
13.06.2024 01:00;1904
13.06.2024 02:00;1913
13.06.2024 03:00;1843
13.06.2024 04:00;1778
13.06.2024 05:00;1694
13.06.2024 06:00;1564
13.06.2024 07:00;1545
13.06.2024 08:00;1604
13.06.2024 09:00;1659
13.06.2024 10:00;1741
13.06.2024 11:00;2031
13.06.2024 12:00;2316
13.06.2024 13:00;2551
13.06.2024 14:00;2660
13.06.2024 15:00;2663
13.06.2024 16:00;2630
13.06.2024 17:00;2515
13.06.2024 18:00;2501
13.06.2024 19:00;2519
13.06.2024 20:00;2508
13.06.2024 21:00;2373
13.06.2024 22:00;2140
13.06.2024 23:00;1976
14.06.2024 00:00;1894
14.06.2024 01:00;1869
14.06.2024 02:00;1885
14.06.2024 03:00;1804
14.06.2024 04:00;1699
14.06.2024 05:00;1659
14.06.2024 06:00;1529
14.06.2024 07:00;1512
14.06.2024 08:00;1610
14.06.2024 09:00;1686
14.06.2024 10:00;1746
14.06.2024 11:00;1960
14.06.2024 12:00;2298
14.06.2024 13:00;2505
14.06.2024 14:00;2646
14.06.2024 15:00;2661
14.06.2024 16:00;2670
14.06.2024 17:00;2672
14.06.2024 18:00;2594
14.06.2024 19:00;2552
14.06.2024 20:00;2582
14.06.2024 21:00;2523
14.06.2024 22:00;2363
14.06.2024 23:00;2195
15.06.2024 00:00;2111
15.06.2024 01:00;2177
15.06.2024 02:00;2216
15.06.2024 03:00;2212
15.06.2024 04:00;2189
15.06.2024 05:00;2173
15.06.2024 06:00;2183
15.06.2024 07:00;2327
15.06.2024 08:00;2487
15.06.2024 09:00;2567
15.06.2024 10:00;2646
15.06.2024 11:00;2947
15.06.2024 12:00;3240
15.06.2024 13:00;3441
15.06.2024 14:00;3549
15.06.2024 15:00;3569
15.06.2024 16:00;3485
15.06.2024 17:00;3273
15.06.2024 18:00;3100
15.06.2024 19:00;3092
15.06.2024 20:00;3068
15.06.2024 21:00;2903
15.06.2024 22:00;2751
15.06.2024 23:00;2538
16.06.2024 00:00;2441
16.06.2024 01:00;2369
16.06.2024 02:00;2402
16.06.2024 03:00;2434
16.06.2024 04:00;2473
16.06.2024 05:00;2518
16.06.2024 06:00;2552
16.06.2024 07:00;2614
16.06.2024 08:00;2755
16.06.2024 09:00;2910
16.06.2024 10:00;2986
16.06.2024 11:00;3178
16.06.2024 12:00;3445
16.06.2024 13:00;3721
16.06.2024 14:00;3762
16.06.2024 15:00;3772
16.06.2024 16:00;3672
16.06.2024 17:00;3496
16.06.2024 18:00;3396
